Service Name,Physical Address Line 1,Physical Address Line 2,Physical Address Suburb,Physical Address State,Physical Address Post Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2018-19 Australian Government Funding
Country Community Care - Mid North,31 Gertrude Street,,PORT PIRIE,SA,5540,Mid North,Home Care,,,,Helping Hand Aged Care Inc,Charitable,Outer Regional Australia,-33.1747202,138.0071022," $204,213 "
Country Community Care,113 Gertrude Street,,PORT PIRIE,SA,5540,Mid North,Home Care,,,,Helping Hand Aged Care Inc,Charitable,Outer Regional Australia,-33.1800345,138.0082794," $658,741 "
Juniper Korumup,11 Townsend Street,,LOCKYER,WA,6330,Great Southern,Residential,100,,,Uniting Church Homes,Religious,Outer Regional Australia,-35.004864,117.853662," $32,165 "
Japara Riverside Views,58-58a Cormiston Road,,RIVERSIDE,TAS,7250,Northern,Residential,88,,,Japara Aged Care Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-41.403173,147.083532," $3,826,304 "
KinCare - Central Coast - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $1,409,331 "
KinCare - Illawarra - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $390,510 "
KinCare - New England - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $607,785 "
Oxley Home Care (Northern Sydney),"Suite 19, 7 Narabang Way",,BELROSE,NSW,2085,Northern Sydney,Home Care,,,,Oxley Home Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.70630335,151.2096589," $2,936,477 "
Oxley Home Care (Western Sydney),"Suite 19, 7 Narabang Way",,BELROSE,NSW,2085,Northern Sydney,Home Care,,,,Oxley Home Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.70630335,151.2096589," $1,125,818 "
Oxley Home Care (South West Sydney),"Suite 19, 7 Narabang Way",,BELROSE,NSW,2085,Northern Sydney,Home Care,,,,Oxley Home Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.70630335,151.2096589," $997,309 "
Oxley Home Care (Inner West),"Suite 19, 7 Narabang Way",,BELROSE,NSW,2085,Northern Sydney,Home Care,,,,Oxley Home Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.70630335,151.2096589," $1,110,851 "
Greek Welfare Centre Inner West,378 A King Street,,NEWTOWN,NSW,2042,Inner West,Home Care,,,,Greek Orthodox Archdiocese of Australia Consolidated Trust - Greek Welfare Centre,Religious,Major Cities of Australia,-33.89912682,151.1782069," $1,112,159 "
Greek Welfare Centre South West Sydney,378 A King Street,,NEWTOWN,NSW,2042,Inner West,Home Care,,,,Greek Orthodox Archdiocese of Australia Consolidated Trust - Greek Welfare Centre,Religious,Major Cities of Australia,-33.89912682,151.1782069," $492,242 "
Greek Welfare Centre Hunter,378 A King Street,,NEWTOWN,NSW,2042,Inner West,Home Care,,,,Greek Orthodox Archdiocese of Australia Consolidated Trust - Greek Welfare Centre,Religious,Major Cities of Australia,-33.89912682,151.1782069," $941,181 "
St Vincent's Care Services Werribee,240 Hoppers Lane,,WERRIBEE,VIC,3030,Western Metro,Residential,80,,,St Vincent's Care Services Ltd.,Religious,Major Cities of Australia,-37.88878413,144.7009273," $5,407,317 "
Opal Blacktown,37-43 Kildare Road,,BLACKTOWN,NSW,2148,Western Sydney,Residential,141,,,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.769614,150.8953002," $6,744,067 "
Home Care Packages - Loddon-Mallee,Suite 26,270 Ferntree Gully Road,NOTTING HILL,VIC,3168,Eastern Metro,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.900072,145.1311391," $335,926 "
Golden Glow Home Care Programme-Darwin,"Office 1, 3 7 Gsell Street",,WANGURI,NT,810,Darwin,Home Care,,,,Golden Glow Corporation (NT) Pty Ltd,Private Incorporated Body,Outer Regional Australia,-12.37228331,130.8860867," $985,363 "
Golden Glow Home Care Programme-Katherine,10 Gibson Court,,KATHERINE,NT,850,Katherine,Home Care,,,,Golden Glow Corporation (NT) Pty Ltd,Private Incorporated Body,Remote Australia,-14.447258,132.270383," $302,019 "
Hetti Perkins,9 Percy Court,,ALICE SPRINGS,NT,870,Alice Springs,Residential,30,,,Australian Regional and Remote Community Services Limited,Community Based,Remote Australia,-23.748953,133.874256," $2,670,744 "
Silver Chain Great Southern HCP Level 3,91 SEYMOUR Street,,ALBANY,WA,6330,Great Southern,Home Care,,,,Silver Chain Group Limited,Charitable,Outer Regional Australia,-35.01073368,117.9022962," $722,661 "
Silver Chain North Metropolitan HCP Level 2,"Suite 6, 40 Hasler Road",,OSBORNE PARK,WA,6017,Metropolitan North,Home Care,,,,Silver Chain Group Limited,Charitable,Major Cities of Australia,-31.91105,115.81031," $3,373,976 "
Silver Chain Mid West HCP Level 3,"Suite 2, 114 Sanford Street",,GERALDTON,WA,6530,Mid West,Home Care,,,,Silver Chain Group Limited,Charitable,Outer Regional Australia,-28.77553039,114.6120015," $340,711 "
Silver Chain South West HCP Level 3,1 MITCHELL Crescent,,BUNBURY,WA,6230,South West,Home Care,,,,Silver Chain Group Limited,Charitable,Inner Regional Australia,-33.34729582,115.6444846," $821,726 "
Silver Chain Wheatbelt HCP Level 3,79 Stirling Terrace,,TOODYAY,WA,6556,Wheatbelt,Home Care,,,,Silver Chain Group Limited,Charitable,Inner Regional Australia,-31.55038752,116.4663852," $531,375 "
Southern Cross South West HCP,"Unit 3, 19 Bussell Highway",,BUSSELTON,WA,6280,South West,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Inner Regional Australia,-33.65281,115.339411," $184,468 "
East Arnhem Regional Council,Lot 1422 Chesterfield Circuit,,NHULUNBUY,NT,880,East Arnhem,Home Care,,,,East Arnhem Regional Council,Local Government,Very Remote Australia,-12.18267426,136.7822208," $1,865,419 "
Helping Hand Aged Care Golden Grove,209 The Golden Way,,GOLDEN GROVE,SA,5125,Metropolitan North,Residential,95,,,Helping Hand Aged Care Inc,Charitable,Major Cities of Australia,-34.791094,138.695558," $121,329 "
SAI Home and Community Care,"Unit 6, 18-22 Beach Street",,FRANKSTON,VIC,3199,Southern Metro,Home Care,,,,Desilva Enterprises Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.140738,145.123691," $1,087,923 "
integratedliving Burnie,"Suite 7, Columnar Court",4-22 Wilmot Street,BURNIE,TAS,7230,North Western,Home Care,,,,Integratedliving Australia Ltd,Community Based,Outer Regional Australia,-41.05080903,145.9079608, $122 
Arcare Taigum,156 Muller Road,,TAIGUM,QLD,4018,Brisbane North,Residential,93,,,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.35100337,153.0522016," $5,003,019 "
Greenview,33-37 Mitcham Road,,DONVALE,VIC,3111,Eastern Metro,Residential,90,,,Allity Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.793446,145.176618," $1,927,258 "
Aspley Aged Care,141 Albany Creek Road,,ASPLEY,QLD,4034,Brisbane North,Residential,116,,,CPSM Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.361108,153.007879," $6,364,682 "
Ozcare Home Care Packages - South Brisbane Region,65 Commercial Drive,,SHAILER PARK,QLD,4128,Logan River Valley,Home Care,,,,Ozcare,Charitable,Major Cities of Australia,-27.65237404,153.1680883," $3,415,637 "
Ozcare Home Care Packages - Brisbane North Region,18 Kuran Street,,CHERMSIDE,QLD,4032,Brisbane North,Home Care,,,,Ozcare,Charitable,Major Cities of Australia,-27.38966047,153.0325615," $1,885,755 "
Ozcare Home Care Packages - Bundaberg Region,73 Woongarra Street,,BUNDABERG WEST,QLD,4670,Wide Bay,Home Care,,,,Ozcare,Charitable,Inner Regional Australia,-24.86840533,152.3437267," $2,365,644 "
Ozcare Home Care Packages - Cairns Region,16-20 Martyn Street,,CAIRNS,QLD,4870,Far North,Home Care,,,,Ozcare,Charitable,Outer Regional Australia,-16.92226286,145.7672963," $3,315,189 "
Ozcare Home Care Packages - Gold Coast Region,214-218 Highfield Drive,,ROBINA,QLD,4226,South Coast,Home Care,,,,Ozcare,Charitable,Major Cities of Australia,-28.07042375,153.36396," $5,211,186 "
Ozcare Home Care Packages - Mackay Region,32 Victoria Street,,MACKAY,QLD,4740,Mackay,Home Care,,,,Ozcare,Charitable,Inner Regional Australia,-21.14137954,149.1901087," $2,512,063 "
Ozcare Home Care Packages - North Lakes Region,5 Endeavour Boulevard,,NORTH LAKES,QLD,4509,Cabool,Home Care,,,,Ozcare,Charitable,Major Cities of Australia,-27.23911875,153.0222471," $3,677,426 "
Ozcare Home Care Packages - Rockhampton Region,87 Alma Street,,ROCKHAMPTON,QLD,4700,Fitzroy,Home Care,,,,Ozcare,Charitable,Inner Regional Australia,-23.37874891,150.5105539," $6,145,837 "
Ozcare Home Care Packages - Sunshine Coast Region,Currimundi Market Place,Nicklin Way,CURRIMUNDI,QLD,4551,Sunshine Coast,Home Care,,,,Ozcare,Charitable,Major Cities of Australia,-26.76903154,153.1226902," $3,899,551 "
Ozcare Home Care Packages - Toowoomba Region,10 Pechey Street,,TOOWOOMBA,QLD,4350,Darling Downs,Home Care,,,,Ozcare,Charitable,Inner Regional Australia,-27.56909776,151.947332," $4,213,099 "
Ozcare Home Care Packages - Townsville Region,53 Mooney Street,,GULLIVER,QLD,4812,Northern,Home Care,,,,Ozcare,Charitable,Outer Regional Australia,-19.28168976,146.7713968," $5,758,168 "
Ozcare Home Care Packages - West Moreton Region,2 Joffre Street,,BOOVAL,QLD,4304,West Moreton,Home Care,,,,Ozcare,Charitable,Major Cities of Australia,-27.61317124,152.7971612," $1,915,781 "
ECH Inc - Gawler and Lower North Country Home Services,174 Greenhill Road,,PARKSIDE,SA,5063,Metropolitan East,Home Care,,,,ECH Inc,Charitable,Major Cities of Australia,-34.94137494,138.6120936," $440,467 "
ECH Inc - Eastern Home Services,174 Greenhill Road,,PARKSIDE,SA,5063,Metropolitan East,Home Care,,,,ECH Inc,Charitable,Major Cities of Australia,-34.94137494,138.6120936," $2,290,651 "
Churches of Christ Care - Community Care - Brisbane,41 Brookfield Road,,KENMORE,QLD,4068,Brisbane North,Home Care,,,,Churches of Christ in Queensland,Religious,Major Cities of Australia,-27.50496611,152.9359836," $1,230,050 "
Churches of Christ Care - Community Care - Gold Coast,"Suite 4, South Building",34 Glenferrie Drive,ROBINA,QLD,4226,South Coast,Home Care,,,,Churches of Christ in Queensland,Religious,Major Cities of Australia,-28.06366041,153.4024799," $4,319,057 "
Churches of Christ Care - Community Care - Sunshine Coast,9 Ochre Way,,SIPPY DOWNS,QLD,4556,Sunshine Coast,Home Care,,,,Churches of Christ in Queensland,Religious,Major Cities of Australia,-26.71272971,153.0646319," $1,662,388 "
Churches of Christ Care - Community Care - West Moreton,Betts Place 63 High Street,,BOONAH,QLD,4310,West Moreton,Home Care,,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-27.99513668,152.6823913," $1,318,992 "
Churches of Christ Care - Community Care - Darling Downs,"885 Ruthven Street, South",,TOOWOOMBA,QLD,4350,Darling Downs,Home Care,,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-27.5963313,151.9459791," $1,233,561 "
Churches of Christ Care - Community Care - Warwick,52 King Street,,WARWICK,QLD,4370,Darling Downs,Home Care,,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-28.21783707,152.0360571," $1,269,171 "
Churches of Christ Care - Community Care - Logan,178 Springwood Road,,SPRINGWOOD,QLD,4127,Logan River Valley,Home Care,,,,Churches of Christ in Queensland,Religious,Major Cities of Australia,-27.61040712,153.1346918, n.a. 
Eastern Eyre - Cowell MPS,17 South Terrace,,COWELL,SA,5602,Eyre Peninsula,Multi-Purpose Service,22,2,,Country Health SA Local Health Network Incorporated,State Government,Remote Australia,-33.68548715,136.9229484," $1,427,951 "
Eastern Eyre - Kimba MPS,15 Martin Terrace,,KIMBA,SA,5641,Eyre Peninsula,Multi-Purpose Service,22,2,,Country Health SA Local Health Network Incorporated,State Government,Remote Australia,-33.143532,136.415864," $1,255,462 "
Flinders Ranges - Hawker MPS,Hawker Memorial Hospital,Hawker Orroroo Road,HAWKER,SA,5434,Flinders & Far North,Multi-Purpose Service,8,,,Country Health SA Local Health Network Incorporated,State Government,Outer Regional Australia,-31.8934238,138.4282361," $504,159 "
Lower Eyre - Cummins MPS,21 Tumby Bay Road,,CUMMINS,SA,5631,Eyre Peninsula,Multi-Purpose Service,22,,,Country Health SA Local Health Network Incorporated,State Government,Remote Australia,-34.26424713,135.7328374," $1,387,560 "
Lower North - Burra MPS,46 Commercial Street,,BURRA,SA,5417,"Yorke, Lower North & Barossa",Multi-Purpose Service,16,,,Country Health SA Local Health Network Incorporated,State Government,Outer Regional Australia,-33.68548603,138.9345771," $898,995 "
Wintringham - Barwon South West Level 3,35-3 Cranwell Street,,HIGHTON,VIC,3216,Barwon-South Western,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-38.19545177,144.3176542," $691,627 "
Mallee - Pinnaroo MPS,1 Bundey Trc,,PINNAROO,SA,5304,"Hills, Mallee & Southern",Multi-Purpose Service,31,,,Country Health SA Local Health Network Incorporated,State Government,Remote Australia,-35.25827324,140.9034391," $1,752,792 "
Mallee - Karoonda MPS,13 Stokes Road,,KAROONDA,SA,5307,"Hills, Mallee & Southern",Multi-Purpose Service,26,,,Country Health SA Local Health Network Incorporated,State Government,Outer Regional Australia,-35.09373829,139.8894771," $1,300,250 "
Wintringham - Hume Level 3,"Flat 37, 48-60 Maude Street",,SHEPPARTON,VIC,3630,Hume,Home Care,,,,Wintringham,Charitable,Inner Regional Australia,-36.37156121,145.4015257," $87,585 "
Wintringham - Hume Level 4,"Flat 37, 48-60 Maude Street",,SHEPPARTON,VIC,3630,Hume,Home Care,,,,Wintringham,Charitable,Inner Regional Australia,-36.37156121,145.4015257," $45,923 "
Wintringham - Western Level 3,98 Charles Street,,SEDDON,VIC,3011,Western Metro,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.8063073,144.8902144," $358,726 "
Wintringham - Western Level 1,98 Charles Street,,SEDDON,VIC,3011,Western Metro,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.8063073,144.8902144," $15,045 "
Mid West - Elliston MPS,3 memorial Drive,,ELLISTON,SA,5670,Eyre Peninsula,Multi-Purpose Service,16,,,Mid-West Health & Aged Care Inc,State Government,Very Remote Australia,-33.6472554,134.891038," $1,160,582 "
Wintringham - Northern Level 3,310 Ascot Vale Road,,ASCOT VALE,VIC,3032,Western Metro,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.770825,144.924431," $47,881 "
Mid West - Streaky Bay MPS,3 Flinders Drive,,STREAKY BAY,SA,5680,Eyre Peninsula,Multi-Purpose Service,17,,,Mid-West Health & Aged Care Inc,State Government,Remote Australia,-32.79236516,134.2186443," $680,535 "
Southern Flinders - Laura MPS,1 Mill Street,,LAURA,SA,5480,Mid North,Multi-Purpose Service,12,,,Country Health SA Local Health Network Incorporated,State Government,Outer Regional Australia,-33.18013635,138.2993858," $757,453 "
Coorong Health Service - Meningie MPS,2 South Terrace,,MENINGIE,SA,5264,"Hills, Mallee & Southern",Multi-Purpose Service,10,,,Country Health SA Local Health Network Incorporated,State Government,Outer Regional Australia,-35.69267982,139.3347006," $627,787 "
Wintringham - Southern Peninsula Level 3,372 South Road,,MOORABBIN,VIC,3189,Southern Metro,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.933746,145.0383," $318,498 "
Sheridan Hall Caulfield,6-8 Northcote Avenue,,CAULFIELD NORTH,VIC,3161,Southern Metro,Residential,42,,,Sapphire Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.87679609,145.0241238," $2,393,416 "
Alpine - Mount Beauty MPS,2-8 Hollonds Street,,MOUNT BEAUTY,VIC,3699,Hume,Multi-Purpose Service,25,,,Alpine Health,State Government,Inner Regional Australia,-36.743151,147.1692878," $1,324,068 "
Alpine - Bright MPS,26-32 Cobden Street,,BRIGHT,VIC,3741,Hume,Multi-Purpose Service,45,,,Alpine Health,State Government,Outer Regional Australia,-36.73138318,146.9646921," $1,957,419 "
Mallee Track - Sea Lake MPS,33-43 McClelland Avenue,,SEA LAKE,VIC,3533,Loddon-Mallee,Multi-Purpose Service,27,5,,Mallee Track Health and Community Service,State Government,Outer Regional Australia,-35.50088263,142.8577157," $1,391,264 "
Manangatang MPS,37-39 Pioneer Street,,MANANGATANG,VIC,3546,Loddon-Mallee,Multi-Purpose Service,10,,,Robinvale District Health Services,State Government,Outer Regional Australia,-35.05106311,142.8810883," $622,604 "
Mercy Health Home and Community Care - Cairns Home Care Packages,258-282 Lyons Street,,WESTCOURT,QLD,4870,Far North,Home Care,,,,Mercy Aged and Community Care Ltd,Charitable,Outer Regional Australia,-16.93091804,145.7507175," $438,215 "
Oak Valley MPS,Main -,,OAK VALLEY,SA,5690,Flinders & Far North,Multi-Purpose Service,11,,,Country Health SA Local Health Network Incorporated,State Government,Very Remote Australia,-29.40148,130.73977," $727,342 "
At Home Services Feros Care - South Coast,"Suite 303, 72-80 Marine Parade",,COOLANGATTA,QLD,4225,South Coast,Home Care,,,,Feros Care,Community Based,Major Cities of Australia,-28.16798859,153.5388808," $2,132,922 "
Anglicare SA Home Care Gawler,159 Port Road,,HINDMARSH,SA,5007,Metropolitan West,Home Care,,,,Anglicare SA Ltd,Religious,Major Cities of Australia,-34.90517296,138.572949," $433,823 "
At Home Services Feros Care - Brisbane South,"Suite 303, 72-80 Marine Parade",,COOLANGATTA,QLD,4225,South Coast,Home Care,,,,Feros Care,Community Based,Major Cities of Australia,-28.16798859,153.5388808," $1,045,963 "
At Home Services Feros Care - Sunshine Coast,"Suite 303, 72-80 Marine Parade",,COOLANGATTA,QLD,4225,South Coast,Home Care,,,,Feros Care,Community Based,Major Cities of Australia,-28.16798859,153.5388808," $735,774 "
